Marka,Model,Değerlendirme Sayısı,Soru-Cevap Sayısı,Değerlendirme Puanı,Fiyat,İşlemci Tipi,Ram (Sistem Belleği),SSD Kapasitesi,İşletim Sistemi,Çözünürlük,Ekran Yenileme Hızı,Ekran Kartı,Ekran Boyutu,Kullanım Amacı,Cihaz Ağırlığı,Ekran Kartı Tipi,Ekran Kartı Hafızası,İşlemci Modeli,İşlemci Çekirdek Sayısı,İşlemci Nesli,Hard Disk Kapasitesi,Dokunmatik Ekran,Panel Tipi,Çözünürlük Standartı,Ram (Sistem Belleği) Tipi,Arttırılabilir Azami Bellek,Garanti Tipi,Bağlantılar,Ekran Kartı Bellek Tipi,Temel İşlemci Hızı (GHz),Klavye,Maksimum İşlemci Hızı (GHz),Garanti Süresi,Renk,Kapasite,İşlemci Frekansı,Power Supply,Optik Sürücü Tipi,HDMI,Okula Dönüş,Beden,Şarjlı Kullanım Süresi,Ekran Kartı Gücü,Soket Tipi
CASPER,Nirvana X600.1235-DV00X-M-F Intel Core i5-1235U 32GB RAM 500GB NVME SSD Gen4 Freedos Gece Mavisi,1,2,5.0,,Intel Core i5,32 GB,500 GB,Free Dos,Dahili Ekran Kartı,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,1235U,12. Nesil,10,HDD Yok,Yok,DDR4,Mavi,Casper Türkiye Garantili,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2 Yıl,,,,,,,,,,,,,,,,,
IZOLY,"Riot X I7-2600 16gb 512gb M.2 Nvme Rx 550 4gb 24""100hz Oyuncu Masaüstü Bilgisayarı",1,8,5.0,"12.985,82 TL",Intel Core i7,16 GB,512 GB,Free Dos,AMD Radeon RX 550,"24"" / 61 Ekran",1920 x 1080,,2 - 4 kg,100 Hz,Harici,4 GB ve altı,,,4,HDD Yok,,DDR3,,İzoly Türkiye Garantisi,Display Port,Q Türkçe,GDDR5,Full HD (FHD),2 Yıl,512 GB,16 GB,3.00 GHz üstü,350 - 500 W,3.4,Yok,TN,Var,,,,,,,,,
DMC,"N129 I7 860,16gb Ram,256gb Ssd,4gb R7240 128bit Ekran Kartı,oyuncu Masaüstü Bilgisayar",10,43,4.9,5.999 TL,Intel Core i7,16 GB,256 GB,Windows,AMD Radeon R7 240,,,,,,Harici,4 GB ve altı,,,4,HDD Yok,,DDR3,,Resmi Distribütör Garantili,,Yok,DDR3,,2 Yıl,Yok,,2.50 GHz - 3.00 GHz,350 - 500 W,2.8,Yok,,Var,,,,,,,,,
IZOLY,"Dustox X I3-12100f 16gb 256gb M.2 Nvme Rx 580 8gb 24"" 165hz Oyuncu Masaüstü Bilgisayarı",1,1,5.0,"21.299,59 TL",Intel Core i3,16 GB,256 GB,Free Dos,AMD Radeon RX 580,"24"" / 61 Ekran",1920 x 1080,,2 - 4 kg,,Harici,8 GB,,,4,HDD Yok,,DDR4,,İzoly Türkiye Garantisi,HDMI,Q Türkçe,GDDR5,,2 Yıl,Yok,64 GB,3.00 GHz üstü,500 W ve üstü,3.3,Yok,VA,Var,,,,,,,,,
ASUS,Rog Strix G16 Intel i7-13650HX 32 GB Ram 2 TB SSD 8gb RTX4060 Freedos G614JV-N3157 Zi705,3,7,5.0,,Intel Core i7,32 GB,2 TB,Free Dos,Nvidia GeForce RTX 4060,16 inç,1920 x 1200,Tasarım,2 - 4 kg,165 Hz,Harici,8 GB,Belirtilmemiş,13. Nesil,14,HDD Yok,Yok,DDR5,Gri,Resmi Distribütör Garantili,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),GDDR6,Full HD (FHD),2 Yıl,,32 GB,,,2.6,Yok,IPS,,,,,,,,,,
TURBOX,Tx5263 Intel I5 3470 16gb Ram 512gb Ssd 4gb Rx560 23.6 Inç Curved Oyuncu Masaüstü Bilgisayarı,1,18,5.0,10.499 TL,Intel Core i5,16 GB,512 GB,Free Dos,AMD Radeon RX 560,,,,,,Harici,,,,4,HDD Yok,,,,Resmi Distribütör Garantili,,,GDDR5,,2 Yıl,512 GB,,,,,Yok,,,,,,,,,,,
LENOVO,"V15 G2 Itl I5 1135g7 16gb 512gb Ssd 15.6"" Fhd W11pro Taşınabilir Bilgisayar 82kb00catx",1,6,5.0,19.000 TL,Intel Core i5,16 GB,512 GB,Windows,Intel Iris Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,1135G7,11. Nesil,4,HDD Yok,Yok,DDR4,Gri,Lenovo Türkiye Garantili,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),Dahili,Full HD (FHD),2 Yıl,,,,,2.4,,,,,,,,,,,,
IZOLY,"K200 I5-3470 16gb 256gb Ssd 320gb Hdd Gt 740 4gb 22"" Oyuncu Masaüstü Bilgisayarı",10,119,4.1,11.399 TL,Intel Core i5,16 GB,256 GB,Free Dos,Nvidia Geforce GT 740,22 inç,1920 x 1080,,4 kg ve üzeri,60 Hz,Harici,4 GB ve altı,,,4,HDD Yok,,DDR3,,İzoly Türkiye Garantisi,HDMI,Q Türkçe,DDR3,Full HD (FHD),2 Yıl,320 GB,8 GB,3.00 GHz üstü,500 W ve üstü,3.2,Yok,VA,Var,,,,,,,,,
RAMTECH,"FF VİCTORY R550PLUS RYZEN 5 5500 32RAM 1TB SSD RTX4060 23,6""CURVED MONİTÖRLÜ OYUNCU PC",4,20,5.0,,AMD Ryzen 5,32 GB,1 TB,Free Dos,Nvidia GeForce RTX 4060,22 - 24 inç,1920 x 1080,,4 kg ve üzeri,,Harici,8 GB,,,6,HDD Yok,,DDR4,,Resmi Distribütör Garantili,VGA,Q Türkçe,GDDR6,,2 Yıl,Yok,64 GB,2.50 GHz - 3.00 GHz,,3.6,Yok,,Var,,,,,,,,,
Game Garaj,"Slayer2 7-3060 C2 Intel I7 12700h 32gb Ram 1tb Ssd Rtx3060 15.6"" Fhd 144z Freedos Bilgisayar",2,8,5.0,,Intel Core i7,32 GB,1 TB,Free Dos,Nvidia GeForce RTX3060,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144 Hz,Harici,6 GB,12700H,12. Nesil,8,HDD Yok,Yok,DDR5,Siyah,Resmi Distribütör Garantili,USB - Bluetooth - HDMI,Q Türkçe + Numerik (RGB Aydınlatmalı),GDDR6,Full HD (FHD),2 Yıl,,64 GB,,,3.5,,IPS,,4-6 Saat,4.7,140W,,,,,,
HP,"255 G9 9M3G7AT03 Ryzen5 5625U 16GB 1TBSSD 15.6"" FullHD FreeDOS Taşınabilir Bilgisayar-CNT004",1,1,5.0,15.499 TL,AMD Ryzen 5,16 GB,1 TB,Free Dos,AMD Radeon Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,5625U,5. Nesil,6,HDD Yok,Yok,DDR4,Gri,Resmi Distribütör Garantili,USB - Bluetooth - HDMI,Q Türkçe,Belirtilmemiş,Full HD (FHD),2 Yıl,,,,,,,,,,,,,,,,,
ACER,Nitro 5 12.Nesil Core i5 12450H-RTX3050 4Gb-8Gb-512Gb Ssd-15.6inc-W11 Taşınabilir Gaming Bilgisayar,2,9,5.0,37.899 TL,Intel Core i5,8 GB,512 GB,Windows,Nvidia GeForce RTX 3050,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,Belirtilmemiş,Harici,4 GB ve altı,12450H,12. Nesil,12+,HDD Yok,Yok,DDR4,SIYAH,Resmi Distribütör Garantili,USB - Bluetooth - HDMI,Q Türkçe,GDDR6,Full HD (FHD),2 Yıl,,Belirtilmemiş,,,,,LED,,,,,,,,,,
LENOVO,"V15 83A1008XTR09 i5-13420H 16GB 512SSD 15.6"" FullHD W11P Taşınabilir Bilgisayar-CNT010",1,1,5.0,,Intel Core i5,16 GB,512 GB,Windows,Intel UHD Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,13420H,13. Nesil,8,HDD Yok,Yok,DDR4,Siyah,Resmi Distribütör Garantili,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2 Yıl,,,,,,,,,,,,,,,,,
CASPER,Excalibur E65H.124F-DFB0X-0HD INTEL CORE i5-12400F 32GB RAM 1TB NVMe SSD RTX4060 DOS GAMING,1,1,5.0,38.899 TL,Intel Core i5,32 GB,1 TB,Free Dos,Nvidia GeForce RTX 4060,,,,,,Harici,,,,6,HDD Yok,,DDR4,,Casper Türkiye Garantili,,RGB,GDDR6,,2 Yıl,Yok,,,500 W ve üstü,,Yok,,,,,,,,,,,
CASPER,Excalibur E65H.124F-DFB0X-0RD INTEL CORE i5 12400F 32GB RAM 1TB NVMe SSD 8GB RTX4060 DOS GAMING,1,7,5.0,38.499 TL,Intel Core i5,32 GB,1 TB,Free Dos,Nvidia GeForce RTX 4060,,,,,,Harici,8 GB,,,6,HDD Yok,,DDR4,,Casper Türkiye Garantili,HDMI,RGB,GDDR6,,2 Yıl,Yok,,,,,Yok,,Var,,,,,,,,,
ASUS,"Tuf Gamıng A15 Ryzen 5 7535HS 16GB 512GB SSD RTX2050-144Hz FDOS 15.6"" Fhd FA506NF-HN05001+ZettaÇanta",1,1,5.0,"29.499,98 TL",AMD Ryzen 5,16 GB,512 GB,Free Dos,Nvidia GeForce RTX 2050,"15,6 inç",1920 x 1080,Tasarım,2 - 4 kg,144 Hz,Harici,4 GB ve altı,7735U,7. Nesil,8,HDD Yok,Yok,DDR5,Gri,Resmi Distribütör Garantili,Wi-Fi,Q Türkçe,GDDR6,Full HD (FHD),2 Yıl,,,,,,,,,,,,,,,,,
Zeiron,BS19 Intel i5 12400F 32GB RAM 1TB Nvme M.2 SSD RX580 8GB Oyuncu Masaüstü Bilgisayar,11,41,4.2,,Intel Core i5,32 GB,1 TB,Free Dos,AMD Radeon RX 580,,,,4 kg ve üzeri,,Harici,8 GB,,,6,HDD Yok,,DDR4,,Zeiron Türkiye Garantili,HDMI,,GDDR6,,2 Yıl,1 TB,64 GB,2.50 GHz - 3.00 GHz,500 W ve üstü,2.5,Yok,,Var,,,,,,,,,
DMC,"N07x (PUBG,GTA 5) I7 860,16gb,256gb Ssd,500gb Hdd,4gb Gt740,23.8 Curved Masaüstü Oyuncu Bilgisayarı",21,76,4.7,11.369 TL,Intel Core i7,16 GB,256 GB,Windows,Nvidia Geforce GT 740,"24"" / 61 Ekran",1920 x 1080,,,75 Hz,Harici,4 GB ve altı,,,4,500 GB,,DDR3,,Resmi Distribütör Garantili,,Numerik Tuşlu Aydınlatmalı,DDR3,Full HD (FHD),2 Yıl,500 GB,,,,,Yok,IPS,Var,,,,,,,,,
DRAGOS,DRx6137 Ryzen 7 5700X 16GB Ram 1TB M.2 NVMe SSD 8GB RTX4060 Sıvı Soğutmalı Oyuncu Bilgisayarı,1,12,5.0,,AMD Ryzen 7,16 GB,1 TB,Free Dos,Nvidia GeForce RTX 4060,,,,,,Harici,,,,8,HDD Yok,,,,Resmi Distribütör Garantili,,,GDDR6,,2 Yıl,1 TB,,,,,Yok,,,,,,,,,,,
Zeiron,"Nrx27 i5 12400F 16GB 512GB M.2 SSD RX580 8GB 23.8"" 165Hz Oyuncu Masaüstü Bilgisayar",1,2,5.0,,Intel Core i5,16 GB,512 GB,Free Dos,AMD Radeon RX 580,"24"" / 61 Ekran",1920 x 1080,,4 kg ve üzeri,165 Hz,Harici,8 GB,,,6,HDD Yok,,DDR4,,Zeiron Türkiye Garantili,HDMI,RGB,GDDR6,Full HD (FHD),2 Yıl,512 GB,64 GB,2.50 GHz - 3.00 GHz,500 W ve üstü,2.5,Yok,VA,Var,,,,,,,,,
MSI,16 GB RTX4060-Ti İ5-13400F 16 GB DDR4 3600 MHZ RAM 1 TB Gen3x4 M.2 SSD WİN11 PRO,5,23,5.0,42.999 TL,Intel Core i5,16 GB,1 TB,Windows,Nvidia GeForce RTX 4060Ti,,,,,,Harici,16 GB,,,10,HDD Yok,,DDR4,,Resmi Distribütör Garantili,,,GDDR6,,2 Yıl,1 TB,16 GB,,500 W ve üstü,,Yok,,,,,,,,,,,
DRAGOS,Drx2183 Ryzen 7 5700x 32gb Ram 512gb M.2 Nvme Ssd 12gb Rtx3060 Masaüstü Oyun Bilgisayarı,8,95,4.1,,AMD Ryzen 7,32 GB,512 GB,Free Dos,Nvidia GeForce RTX3060,,,,,,,,,,,,,,,Resmi Distribütör Garantili,,,GDDR6,,2 Yıl,512 GB,,,,,Yok,,,,,,,,,,,
DRAGOS,DRx5249 Ryzen 5 5600 16GB 512GB M.2 NVMe 8GB RTX4060 27 İnç 240Hz Curved Oyuncu Bilgisayarı,5,47,4.2,,AMD Ryzen 5,16 GB,512 GB,Free Dos,Nvidia GeForce RTX 4060,25 + inç,,,,240 Hz,Harici,,,,12+,HDD Yok,,,,Resmi Distribütör Garantili,,Q Türkçe,GDDR6,,2 Yıl,512 GB,,,,,Yok,,,,,,,,,,,
Zeiron,"Sn105 I5-650 Turbo 3,46ghz 8gb Ram 128gb Ssd 18.5"" Masaüstü Bilgisayar",43,243,4.1,6.749 TL,Intel Core i5,8 GB,128 GB,Free Dos,Intel HD Graphics,"19"" / 48 Ekran",1366 x 768,Ev - Okul,2 - 4 kg,60 Hz,Dahili,Paylaşımlı,İ5-650,1. Nesil,4,HDD Yok,Yok,DDR3,Siyah,Resmi Distribütör Garantili,HDMI,Q Türkçe,DDR3,HD Ready (HD),2 Yıl,Yok,8 GB,3.00 GHz üstü,250 - 350 W,3.2,Yok,TN,Var,,,,,,,,,
MSI,GAMİNG PC DDR5 / 16 GB RTX-4060-Ti /RYZEN 5-7500F / 16 GB DDR5 RAM / 1 TB M.2 SSD / WİN11 PRO,1,11,1.0,42.899 TL,AMD Ryzen 5,16 GB,1 TB,Windows,Nvidia GeForce RTX 4060Ti,,,,,,Harici,16 GB,,,6,HDD Yok,,DDR5,,Resmi Distribütör Garantili,,,GDDR6,,2 Yıl,1 TB,16 GB,,,,Yok,,,,,,,,,,,
Dell,"Vostro 5401 Intel Core I5 1035g1 8gb 256gb Ssd Mx330 2gb Wın10 Pro 14"" Fhd Laptop",1,2,5.0,28.999 TL,Intel Core i5,8 GB,256 GB,Windows,Nvidia GeForce MX330,14 inç,1920 x 1080,Ofis - İş,2 kg ve altı,Belirtilmemiş,Harici,Paylaşımlı,1035G1,Belirtilmemiş,Belirtilmemiş,HDD Yok,Yok,DDR4,Siyah,Resmi Distribütör Garantili,Bluetooth - USB,Q Türkçe,GDDR5,Full HD (FHD),2 Yıl,,,,,,Yok,,,,,,,,,,,
Toshiba,"Toshıba Portege R30-a-13e, Core I7-4600m 16gb 512gb Ssd 3g/4g Lte, 13.3"" Win7/8/10 Pro",1,4,5.0,"35.999,99 TL",Intel Core i7,16 GB,SSD Yok,Windows,Dahili Ekran Kartı,"13,3 inç",1366 x 768,Ofis - İş,2 kg ve altı,Belirtilmemiş,Dahili,Paylaşımlı,4600M,4. Nesil,2,500 GB,Yok,DDR4,Siyah,Resmi Distribütör Garantili,USB,Q Türkçe,DDR3,HD Ready (HD),2 Yıl,,,,,,DVD Yazıcı,TN,,6 Saat ve Üstü,,,,,,,,
MSI,Vector 17 Hx A14vgg-229tr ı9-14900hx 32gb Ddr5 Rtx4070 Gddr6 8gb 2tb Ssd 17.0 Qhd 240hz W11,2,2,3.0,194.999 TL,Intel Core i9,32 GB,2 TB,Windows,Nvidia GeForce RTX 4070,17 inç,2560 x 1440,Oyun,2 - 4 kg,240 Hz,Harici,8 GB,14900HX,14. Nesil,24,HDD Yok,Yok,DDR5,Siyah,MSI Türkiye Garantili,Bluetooth - HDMI,Q Türkçe,GDDR6,QHD+,2 Yıl,,,,,,,Yok,,,,,,,,,,
DMC,"N23x I5 2400 ( 4 Çekirdek Işlemci ) 16gb Ram 256gb Ssd,4gb R7240 128bit,masaüstü Oyuncu Bilgisayarı",24,173,4.7,5.849 TL,Intel Core i5,16 GB,256 GB,Windows,AMD Radeon R7 240,,,Oyun,,,Harici,4 GB ve altı,2400,Belirtilmemiş,4,HDD Yok,,DDR3,Siyah,Resmi Distribütör Garantili,,Yok,DDR3,,2 Yıl,256 GB,,,250 - 350 W,4,Yok,,Var,,,,,,,,,
CASPER,Excalibur G870.1245-DVA0X-B i5-12450H 32GB RAM 500GB NVMe SSD GEN4 6GB RTX4050 DOS GAMING LAPTOP,7,16,5.0,38.899 TL,Intel Core i5,32 GB,500 GB,Free Dos,Nvidia GeForce RTX 4050,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144 Hz,Harici,6 GB,12450H,12. Nesil,8,HDD Yok,Yok,DDR4,Gri,Casper Türkiye Garantili,Bluetooth,Q Türkçe + Numerik (RGB Aydınlatmalı),GDDR6,Full HD (FHD),2 Yıl,,64 GB,,,,,IPS,,,4.4,,,,,,,
IZOLY,K201 I5 3470 16gb 256gb Ssd + 500gb Gt740 4gb Oyuncu Masaüstü Bilgisayarı,15,72,4.6,6.868 TL,Intel Core i5,16 GB,256 GB,Free Dos,Nvidia Geforce GT 740,6 inç ve üstü,1920 x 1080,,4 kg ve üzeri,,Harici,4 GB ve altı,,,4,500 GB,,DDR3,,İzoly Türkiye Garantisi,Kablo,Yok,DDR3,Full HD (FHD),2 Yıl,Yok,16 GB,3.00 GHz üstü,500 W ve üstü,3.2,Yok,,Var,,,,,,,,,
LENOVO,"V15 G3 IAP Intel Core i3-1215U 8GB 256GB SSD 15.6"" FHD Fdos Taşınabilir Bilgisayar 82TT00H8TX",7,20,4.4,12.000 TL,Intel Core i3,8 GB,256 GB,Free Dos,Intel UHD Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,1215U,12. Nesil,6,HDD Yok,Yok,DDR4,Gri,Lenovo Türkiye Garantili,Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),DDR4,Full HD (FHD),2 Yıl,,16 GB,,,1.2,,TN,,,4.4,,,,,,,
IZOLY,"Rainbow X I7-10700f 16gb 512gbssd M2 Nvme Rx580 8gb 24"" 165hz Oyuncu Masaüstü Bilgisayarı",2,10,5.0,27.999 TL,Intel Core i7,16 GB,512 GB,Free Dos,AMD Radeon RX 580,"24"" / 61 Ekran",1920 x 1080,,4 kg ve üzeri,,Harici,4 GB ve altı,,,8,HDD Yok,,DDR4,,Resmi Distribütör Garantili,HDMI,Q Türkçe,DDR5,,2 Yıl,Yok,,2.50 GHz - 3.00 GHz,500 W ve üstü,,Yok,TN,Var,,,,,,,,,
DMC,"N169x ( Gta 5) I7-860,16gb Ram,256gb Ssd,4gb Gt740,21,5 75hz Monitör Masaüstü Oyuncu Bilgisayarı",10,72,3.9,8.999 TL,Intel Core i7,16 GB,256 GB,Windows,Nvidia Geforce GT 740,"21,5 inç",1920 x 1080,Oyun,,75 Hz,Harici,4 GB ve altı,860,Belirtilmemiş,4,HDD Yok,Yok,DDR3,Siyah,Resmi Distribütör Garantili,VGA - HDMI,Numerik Tuşlu,DDR3,Full HD (FHD),2 Yıl,256 GB,16 GB,3.00 GHz üstü,350 - 500 W,2.8,Yok,VA,Var,,,,LGA 1156,,,,,
RAMTECH,Dg179 I5-3470 16gb Ram 256gb Ssd 500 Gb Hdd R7 240-4gb Oyuncu Pc,9,109,4.6,,Intel Core i5,16 GB,256 GB,Free Dos,AMD Radeon R7 240,,,,4 kg ve üzeri,,Harici,4 GB ve altı,,,4,500 GB,,,,Resmi Distribütör Garantili,HDMI,Q Türkçe,DDR3,,2 Yıl,Yok,16 GB,3.00 GHz üstü,350 - 500 W,3.2,Yok,,Var,,,,,,,,,
LENOVO,"V15 82TT00A0TX02 i3-1215U 16GB 512SSD 15.6"" FullHD FreeDOS Taşınabilir Bilgisayar",4,7,3.8,12.999 TL,Intel Core i3,16 GB,512 GB,Free Dos,Intel UHD Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,1215U,12. Nesil,6,HDD Yok,Yok,DDR4,Gri,Resmi Distribütör Garantili,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmasız),SD,Full HD (FHD),2 Yıl,,,,,,,,,,,,,,,,,
LENOVO,Ideapad 3 82RK00X8TX I3-1215U 8gb 256SSD 15.6'' Fullhd W11H Taşınabilir Bilgisayar,2,12,5.0,15.000 TL,Intel Core i3,8 GB,256 GB,Windows,Dahili Ekran Kartı,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,Belirtilmemiş,Dahili,Paylaşımlı,1215U,12. Nesil,6,HDD Yok,Yok,DDR4,Metalik,Lenovo Türkiye Garantili,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2 Yıl,,,,,,,,,,,,,,,,,
RAMTECH,Fullforce Ff317 I5-4590 16gb Ram 256gb Ssd Rx580/8gb Masaüstü Bilgisayar,2,44,5.0,"9.338,17 TL",Intel Core i5,16 GB,256 GB,Free Dos,AMD Radeon RX 580,,,,4 kg ve üzeri,,Harici,8 GB,,,4,HDD Yok,,DDR4,,Resmi Distribütör Garantili,HDMI,Yok,DDR5,,2 Yıl,Yok,16 GB,3.00 GHz üstü,,3.3,Yok,TN,Var,,,,,,,,,
LENOVO,"Ideapad 3 14ADA05 AMD Ryzen 3 3250U Laptop 4/256GB SSD 14""",7,17,4.3,13.599 TL,AMD Ryzen 3,4 GB,256 GB,Free Dos,AMD Radeon Graphics,14 inç,1366 x 768,Ofis - İş,2 kg ve altı,,Dahili,4 GB ve altı,3250U,3. Nesil,2,,Yok,,Gri,Resmi Distribütör Garantili,Bluetooth,Q Türkçe,DDR4,HD Ready (HD),,Yok,12 GB,3.00 GHz üstü,,2 - 3,Yok,TN,Var,6 Saat ve Üstü,,,,HD Ready,HD,,,
Gamepage,"Mx25 I5-10400f 32gb Ram 256gb M.2 Ssd 1tb Gtx1650 23.8"" 165 Hz Masaüstü Oyuncu Bilgisayarı",4,56,3.3,23.699 TL,Intel Core i5,32 GB,256 GB,Free Dos,Nvidia GeForce GTX 1650,24 inç,1920 x 1080,Oyun,4 kg ve üzeri,165 Hz,Harici,4 GB ve altı,10400F,10. Nesil,6,,,DDR4,Siyah,Resmi Distribütör Garantili,Wi-Fi,RGB,GDDR6,Full HD (FHD),2 Yıl,1 TB,32 GB,3.00 GHz üstü,500 W ve üstü,2.9,Yok,IPS,Var,,,,,,,Üniversite,,
MONSTER,"Abra A5 V20.2 Intel Core I5 13500h 16 Gb Ram 500 Gb Ssd 6 Gb Rtx 4050 Freedos 15,6"" Fhd 144 Hz",13,34,5.0,37.299 TL,Intel Core i5,16 GB,500 GB,Free Dos,Nvidia GeForce RTX 4050,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144 Hz,Harici,6 GB,13500H,13. Nesil,12+,HDD Yok,Yok,DDR4,Siyah,Monster Türkiye Garantili,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmalı),GDDR6,Full HD (FHD),2 Yıl,,128 GB,,,2.6,,IPS,,3 Saat ve Altı,4.7,140W,,,,,,
DMC,"N92x (PUBG,GTA 5) I5-3470,16gb,256gb Ssd 500gb Hdd,gtx1650,24"" Curved Masaüstü Oyuncu Bilgisayarı",15,76,5.0,15.208 TL,Intel Core i5,16 GB,256 GB,Windows,Nvidia GeForce GTX 1650,"24"" / 61 Ekran",1920 x 1080,,,75 Hz,Harici,4 GB ve altı,,,4,500 GB,,DDR3,,Resmi Distribütör Garantili,HDMI,Q Türkçe,GDDR5,Full HD (FHD),2 Yıl,500 GB,,3.00 GHz üstü,350 - 500 W,3.2,Yok,IPS,Var,,,,,,,,,
LENOVO,"V15 G3 Intel Core I7-1255U 24 GB 1 TBSSD Windows 10 Home 15.6"" Fhd 82TT00C6TXAR28",1,2,1.0,25.499 TL,Intel Core i7,24 GB,1 TB,Windows,Intel XE Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,1255U,12. Nesil,10,HDD Yok,Yok,DDR4,Gri,Lenovo Türkiye Garantili,Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),Dahili,Full HD (FHD),2 Yıl,,,,,,,,,,,,,,,,,
CASPER,Nirvana X600.1215-8V00X-G-F Intel Core I3-1215u 8GB RAM 500GB NVME SSD Freedos,1,1,5.0,13.999 TL,Intel Core i3,8 GB,500 GB,Free Dos,Intel UHD Graphics,"15,6 inç",1920 x 1080,Ev - Okul,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,1215U,12. Nesil,6,HDD Yok,Yok,DDR4,Metalik,Casper Türkiye Garantili,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2 Yıl,,,,,,,IPS,,,,,,,,,,
HP,"250 G9 9M3G5AT10 i5-1235U 8GB 512SSD 15.6"" FullHD W11P Taşınabilir Bilgisayar-CNT011",1,1,5.0,"14.980,57 TL",Intel Core i5,8 GB,512 GB,Free Dos,Intel Iris Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,Belirtilmemiş,Dahili,Paylaşımlı,1235U,12. Nesil,10,HDD Yok,Yok,DDR4,Gri,Resmi Distribütör Garantili,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmasız),DDR4,Full HD (FHD),2 Yıl,,,,,1.3,Yok,,,3 Saat ve Altı,4.4,,,,,,,
IZOLY,Marduk Ryzen 5 5500 16GB 512GB M.2 NVMe SSD RTX 4060 GDDR6 8GB Oyuncu Masaüstü Bilgisayarı,1,12,5.0,24.399 TL,AMD Ryzen 5,16 GB,512 GB,Free Dos,Nvidia GeForce RTX 4060,,,,4 kg ve üzeri,,Harici,8 GB,,,6,HDD Yok,,DDR4,,İzoly Türkiye Garantisi,,Yok,GDDR6,,2 Yıl,512 GB,,3.00 GHz üstü,500 W ve üstü,,Yok,,Var,,,,,,,,,
HP,Omen 16-K0008NT 7H8Z5EA i7-12700H 32GB 1TB RTX 3070Ti 16.1 inç 165Hz QHD Freedos Gaming Laptop,1,9,1.0,,Intel Core i7,32 GB,1 TB,Free Dos,Nvidia GeForce RTX 3070Ti,"16,1 inç",2560 x 1440,Oyun,2 - 4 kg,165 Hz,Harici,8 GB,12700H,12. Nesil,14,HDD Yok,Yok,DDR5,SİYAH,Resmi Distribütör Garantili,Bluetooth - USB,Q Türkçe,GDDR6,QHD,2 Yıl,,,,,3.5,,IPS,,6 Saat ve Üstü,4.7,,,,,,,
RAMTECH,"Dg115 I5-3470 16gb Ram 256gb Ssd 500 Gb Hdd R7 240-4gb 23,6"" Oyuncu Pc",7,74,4.3,,Intel Core i5,16 GB,256 GB,Free Dos,AMD Radeon R7 240,,1920 x 1080,,,,Harici,4 GB ve altı,,,,500 GB,,,,Resmi Distribütör Garantili,HDMI,Q Türkçe,DDR3,Full HD (FHD),2 Yıl,Yok,,3.00 GHz üstü,250 - 350 W,3.2,Yok,VA,Var,,,,,,,,Tek Ebat,
ASUS,"X515MA-EJ955W04 N4020 8GB 128SSD 15.6"" FullHD W11H Taşınabilir Bilgisayar-CNT005",1,4,5.0,,Intel Celeron,8 GB,128 GB,Windows,Intel UHD Graphics 600,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,N4020,Belirtilmemiş,2,HDD Yok,Yok,DDR4,Gri,Resmi Distribütör Garantili,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2 Yıl,,,,,,,,,,,,,,,,,
